,NAME,LAT,LONG,CR1003I,CR1003V,CR1005V,CR1007V,CR1008V,CR1010V,CR1015V,CR2001V,CR2009V,CR2010I,CR2011I,DE1001V,DE1002V,DE1003I,DE1003V,DE1025I,DE1025V,DE1026V,DE1027V,DE1028I,DE1028V,DE1029V,DE1030V,DE1040I,DE1040V,DE1041V,DE1042V,DE1046I,DE1046V,DE1047V,DE1048V,DE1049I,DE1049V,DE1050V,DE1051V,DE1055I,DE1055V,DE1056V,DE1057I,DE1057V,DE1058I,DE1058V,DE1059I,DE1059V,DE1060I,DE1060V,DE1061I,DE1061V,DE1062V,DE1063V,DE1064I,DE1064V,DE1065V,DE1066V,DE1073I,DE1073V,DE1074V,DE1075V,DE1076I,DE1076V,DE1077V,DE1078V,DE1079V,DE1084I,DE1085I,DE2001I,DE2001V,DE2002I,DE2002V,DE2003I,DE2003V,DE2007I,DE2008I,DE2008V,DE2009I,DE2009V,DE2010V,DE2011V,DE2012V,DE3001V,DE3002I,DE3002V,DE3004I,DE3005I,DE3005V,DE3008I,DE3008V,DE3011I,DE3011V,DE3016I,DE3017V,EC1001I,EC1001V,EC1002I,EC1002V,EC1003I,EC1003V,EC1010V,EC1011I,EC1011V,EC1012I,EC1012V,EC1020I,EC1145V,EC1146V,EC1147V,EC1174V,EC1175V,EC1176V,EC1177V,EC1178V,EC1179V,EC1180V,EC1181V,EC1182V,EC2008V,EC2009V,EC2020V,EC2021V,EC2022V,EC2032V,EC2033V,EC2034V,EC2035V,EC2036V,EC2037V,EC2038V,EC3039V,EC3040V,EC3064V,EC3065V,EN1002V,EN1003V,EN1004V,EN1005V,EN2002V,EN2003V,EN2005V,EN2025V,EN2026V,EN2027V,EN3003V,EN3010V,EN3011V,EN3012V,EN3013V,EN4008V,EN5200V,EN5201V,EN5202V,EN5203V,EN5204V,EN5205V,EN5206V,EN5207V,SA1001V,SA1004V,SA1005V,SA1007I,SA1007V,SA1008I,SA1008V,SA1012V,SA1025V,SA1029V,SA1050V,SA1051V,SA2004I,SA2004V,SA2007I,SA2007V,SA2013V,SA2016V,SA2017V,SA2018V,SA2019V,SA2020V,SA2021V,SA2029I,SA3005V,TE1001I,TE1001V,TE1026I,TE1026V,TE1027V,TE1028V,TE1039V,TE1040V,TE1041V,TE2025V,TE2028I,TE2028V,TE2031I,TE2031V,TT1057I,TT1057V,TT1060I,TT1060V,TT1064V,TT1065V,TT1079V,TT1080V,TT1081V
88,Gera,12.08387,50.876279,18.0,1786.0,1809484.5,60252.0,1.0,3.0,2.0,208758.0,1467.0,15.0,2.0,99262.0,47929.0,107.1,51333.0,15.0,14870.0,7285.0,7585.0,14.3,14158.0,6380.0,7778.0,3.5,3476.0,1799.0,1677.0,2.7,2697.0,1321.0,1376.0,6.2,6131.0,3133.0,2998.0,11.6,11532.0,3975.0,190.1,7557.0,62.4,11154.0,20.4,5989.0,42.0,5165.0,-0.7,11739.0,6142.0,5597.0,17.4,17231.0,8721.0,8510.0,11.2,49.2,3256.0,1636.0,11.8,1620.0,3018.0,1548.0,1470.0,3.3,3.0,98.0,97772.0,0.0,400.0,1.0,1100.0,2.0,95.0,93900.0,5.0,5400.0,2200.0,3200.0,1490.0,54200.0,42.0,22600.0,2.0,4.0,2100.0,16.0,8800.0,13.0,7200.0,29.0,98000.0,57.0,50800.0,62.0,26700.0,52.0,24100.0,5700.0,12.0,3200.0,10.0,2500.0,11.0,10300.0,5400.0,4900.0,49800.0,26100.0,23700.0,44300.0,23000.0,21200.0,9000.0,4800.0,4300.0,200.0,4900.0,49000.0,4431.0,2700.0,10200.0,1300.0,1500.0,700.0,10300.0,14500.0,2700.0,18900.0,22700.0,57.0,17.0,5.5,18.1,-0.6,515.3,13.0,0.0,30.0,3584.0,22.0,25.1,3832000.0,2.03,100.0,100.0,95.7,39.36,1.2,12.01,5.77,3.28,0.45,5.1,52.47,19.72,61324.0,10150.0,51174.0,21.0,11500.0,78.0,42300.0,1007.0,7289.0,88.0,180000.0,49000.0,1.0,1.0,7.0,705.0,47.0,172.0,128.0,44.0,1296.0,609.0,687.0,13.0,3.0,690.0,2400.0,4.0,416.0,72.0,344.0,9.0,9.75,7.0,2300.0,67.0,36700.0,28.0,15400.0,413.56,41051.0,0.4,4.0,15795.0,13033.0,50.0,49.5,10.6
89,Salzgitter,10.372852,52.12325,23.0,2406.0,1809484.5,82000.0,0.0,3.0,4.0,133263.0,1068.0,10.0,1.0,102394.0,50140.0,104.2,52254.0,13.2,13486.0,6626.0,6860.0,12.7,12953.0,6142.0,6811.0,4.0,4090.0,2162.0,1928.0,5.6,5706.0,2922.0,2784.0,5.8,5951.0,3086.0,2865.0,10.7,10956.0,4161.0,163.3,6795.0,73.5,10321.0,33.0,5337.0,40.5,4984.0,-1.0,13110.0,6486.0,6624.0,15.8,16163.0,8232.0,7931.0,10.1,45.9,4408.0,2252.0,12.8,2156.0,5250.0,2734.0,2516.0,4.3,5.1,90.0,92040.0,2.0,1800.0,8.0,8500.0,10.0,75.0,76900.0,25.0,25500.0,5300.0,17200.0,10398.0,50000.0,39.0,19600.0,2.0,4.0,1800.0,14.0,7000.0,21.0,10600.0,17.0,102300.0,55.0,48700.0,66.0,28200.0,45.0,20500.0,3800.0,7.0,2000.0,9.0,1800.0,8.0,8600.0,5300.0,3300.0,47400.0,27400.0,20000.0,43800.0,25600.0,18300.0,8100.0,5000.0,3100.0,200.0,25900.0,53500.0,2814.0,1700.0,9900.0,500.0,400.0,400.0,3700.0,9300.0,1400.0,23500.0,27200.0,60.0,17.0,5.1,18.1,1.3,487.1,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,4626000.0,1.78,100.0,100.0,99.8,51.17,0.62,9.27,7.46,3.73,1.51,3.57,56.58,17.26,54966.0,19812.0,35154.0,40.0,19800.0,60.0,30000.0,2534.0,7492.692307692308,33.0,190000.0,77000.0,5.0,4.0,8.0,794.0,59.0,206.0,128.0,78.0,1173.0,546.0,627.0,11.0,7.0,416.0,1700.0,20.0,2050.0,998.0,1052.0,9.0,9.75,7.0,9500.0,69.0,36600.0,20.0,10400.0,449.41,46017.0,0.88,9.0,22731.0,11807.0,111.0,56.5,10.6
90,Reutlingen,9.205621,48.492368,11.0,1232.0,1809484.5,102655.0,2.0,14.0,4.0,147240.0,1088.0,10.0,1.0,112484.0,54819.0,105.2,57665.0,11.6,13043.0,6327.0,6716.0,10.8,12118.0,5636.0,6482.0,4.2,4743.0,2449.0,2294.0,5.5,6172.0,3181.0,2991.0,6.4,7205.0,3545.0,3660.0,9.0,10105.0,3849.0,162.5,6256.0,63.6,13814.0,31.3,6834.0,32.3,6980.0,0.3,16674.0,8488.0,8186.0,16.0,18029.0,9014.0,9015.0,12.3,43.36734693877551,5002.0,2637.0,14.8,2365.0,5579.0,2859.0,2720.0,4.4,5.0,84.0,94797.0,7.0,8000.0,9.0,9700.0,16.0,74.0,82900.0,26.0,29600.0,12600.0,18100.0,17687.0,56500.0,36.0,20600.0,2.0,3.0,1900.0,13.0,7200.0,19.0,10600.0,18.0,111600.0,59.0,57100.0,65.0,30300.0,53.0,26700.0,2700.0,5.0,1400.0,5.0,1300.0,5.0,9000.0,4900.0,4100.0,55100.0,29300.0,25800.0,52600.0,28000.0,24600.0,8700.0,4700.0,3900.0,200.0,15900.0,64700.0,14231.81111111111,2400.0,13900.0,2700.0,1800.0,500.0,7800.0,15700.0,3700.0,23700.0,29600.0,56.0,15.0,5.6,19.8,1.7,688.5,11.0,0.0,10.0,3431.0,25.6,18.4,17571832.222222224,1.98,100.0,100.0,99.14888888888889,129.90352272727273,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,52260.0,22477.0,29783.0,29.0,16300.0,58.0,32600.0,1476.0,7492.692307692308,334.8,386667.0,124810.0,1.0,1.0,8.0,904.0,30.0,152.0,109.0,43.0,1020.0,460.0,560.0,9.0,3.0,481.59183673469386,5804.081632653061,49.0,5461.0,2908.0,2553.0,9.0,9.75,7.0,9700.0,48.0,29500.0,34.0,20800.0,454.29,51100.0,0.27,3.0,27292.0,18419.0,185.0,45.5,11.0
91,Fürth,10.981111,49.480351,9.0,1047.0,1809484.5,32879.0,1.0,6.0,5.0,239300.0,1655.0,14.0,2.0,114628.0,55650.0,106.0,58978.0,11.8,13579.0,6521.0,7058.0,10.6,12114.0,5678.0,6436.0,4.3,4984.0,2591.0,2393.0,5.3,6059.0,3159.0,2900.0,6.2,7057.0,3467.0,3590.0,8.3,9492.0,3430.0,176.7,6062.0,60.1,15285.0,29.9,7487.0,30.2,7798.0,0.5,16859.0,8497.0,8362.0,16.4,18814.0,9445.0,9369.0,13.3,42.8,4990.0,2594.0,14.7,2396.0,5395.0,2781.0,2614.0,4.4,4.7,87.0,100158.0,5.0,5700.0,8.0,8700.0,13.0,76.0,86700.0,24.0,28000.0,11300.0,17800.0,14470.0,59200.0,43.0,25500.0,2.0,4.0,2600.0,13.0,7600.0,20.0,12100.0,21.0,115000.0,64.0,64000.0,71.0,34000.0,58.0,30000.0,3900.0,6.0,2000.0,6.0,1900.0,6.0,9300.0,5100.0,4300.0,61900.0,32800.0,29000.0,58300.0,31000.0,27300.0,8700.0,4700.0,3900.0,700.0,11200.0,52500.0,5799.0,2200.0,12600.0,2400.0,900.0,600.0,7100.0,12500.0,2300.0,24900.0,29500.0,52.0,12.0,5.4,18.9,1.0,625.0,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,6614700.0,1.9,100.0,100.0,99.8,56.99,4.04,18.37,11.41,6.13,0.75,6.73,40.77,11.81,60537.0,14837.0,45700.0,26.0,15500.0,71.0,42300.0,2931.0,7492.692307692308,223.0,380000.0,85750.0,5.0,5.0,10.0,1089.0,58.0,217.0,144.0,73.0,1192.0,572.0,620.0,10.0,7.0,401.0,2000.0,83.6236559139785,20684.2688172043,10840.425531914894,9925.606382978724,9.0,9.75,7.0,11800.0,59.0,37900.0,24.0,15600.0,419.51,48088.0,0.17,2.0,25854.0,31892.0,78.0,35.2,11.1
92,Cottbus,14.326664,51.762889,12.0,1233.0,1809484.5,97985.0,2.0,1.0,6.835164835164835,198840.0,1768.0,17.0,2.0,102091.0,50255.0,103.1,51836.0,13.4,13726.0,6619.0,7107.0,13.3,13569.0,6165.0,7404.0,3.7,3737.0,1867.0,1870.0,2.9,3000.0,1525.0,1475.0,8.3,8482.0,4517.0,3965.0,9.4,9625.0,3414.0,181.9,6211.0,55.5,14008.0,20.2,7861.0,35.3,6147.0,0.4,12188.0,6353.0,5835.0,16.9,17256.0,8571.0,8685.0,13.7,46.4,3349.0,1752.0,11.9,1597.0,3151.0,1611.0,1540.0,3.3,3.1,96.0,98296.0,1.0,800.0,3.0,3000.0,4.0,90.0,91600.0,10.0,10500.0,2500.0,8000.0,3795.0,58400.0,47.0,27500.0,2.0,6.0,3400.0,14.0,8100.0,13.0,7600.0,45.0,100100.0,60.0,54700.0,64.0,28700.0,56.0,26000.0,6000.0,12.0,3500.0,10.0,2500.0,11.0,9700.0,5000.0,4800.0,53900.0,28300.0,25600.0,48000.0,24800.0,23100.0,8800.0,4500.0,4300.0,200.0,4200.0,61300.0,4514.0,2600.0,13800.0,1200.0,1500.0,700.0,12300.0,21700.0,3200.0,17800.0,21200.0,58.0,23.0,5.5,18.9,-0.6,581.8,22.0,0.0,36.0,4922.0,16.6,25.2,4335300.0,1.2,100.0,100.0,93.8,48.14,2.89,9.88,8.53,4.45,12.95,4.12,32.12,25.06,56989.0,11648.0,45341.0,19.0,10900.0,81.0,47500.0,11062.385714285714,7492.692307692308,334.8,130000.0,84000.0,4.0,3.0,8.0,782.0,49.0,197.0,130.0,67.0,1065.0,508.0,557.0,10.0,0.0,669.0,2500.0,81.0,8312.0,5082.0,3230.0,9.0,9.75,7.0,2900.0,63.0,35900.0,34.0,19400.0,417.23,42595.0,0.39,4.0,22458.0,11415.0,221.12345679012347,37.0,10.4
93,Siegen,8.036964,50.880516,21.0,2129.0,1809484.5,43201.0,0.0,2.0,5.0,116523.0,784.0,8.0,1.0,103424.0,50938.0,103.0,52486.0,12.3,12711.0,6301.0,6410.0,10.8,11195.0,5176.0,6019.0,4.0,4093.0,2115.0,1978.0,5.3,5469.0,2783.0,2686.0,7.6,7867.0,3815.0,4052.0,9.5,9782.0,3653.0,167.8,6129.0,61.5,13205.0,28.8,6871.0,32.8,6334.0,-0.5,13804.0,7170.0,6634.0,15.9,16438.0,8515.0,7923.0,12.8,43.6,4124.0,2112.0,13.3,2012.0,4736.0,2427.0,2309.0,4.0,4.6,88.0,91372.0,3.0,3000.0,9.0,9000.0,12.0,81.0,83400.0,19.0,19900.0,4300.0,15700.0,12052.0,53400.0,41.0,21700.0,2.0,4.0,1900.0,15.0,8100.0,20.0,10600.0,18.0,102900.0,56.0,50800.0,64.0,28300.0,49.0,22500.0,3000.0,6.0,1700.0,6.0,1300.0,6.0,8200.0,4700.0,3500.0,49400.0,27600.0,21900.0,46600.0,25900.0,20600.0,7700.0,4400.0,3300.0,100.0,10400.0,65200.0,14231.81111111111,3000.0,15300.0,2500.0,1800.0,300.0,10200.0,18500.0,3000.0,21200.0,25900.0,59.0,20.0,3.6,17.5,2.0,985.9,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,17571832.222222224,1.8,100.0,100.0,99.14888888888889,129.90352272727273,4.705783132530121,16.130843373493974,10.985180722891567,7.569036144578313,1.3790361445783135,8.032530120481926,30.269277108433734,20.92734939759036,53335.0,25013.0,28322.0,41.0,22000.0,55.0,29400.0,2617.0,7492.692307692308,68.0,250000.0,91000.0,7.0,6.0,8.0,877.0,46.0,197.0,136.0,61.0,1186.0,623.0,563.0,11.0,1.0,415.0,1700.0,157.0,16186.0,8221.0,7965.0,9.0,9.75,7.0,10100.0,50.0,28300.0,27.0,15000.0,445.74,46100.0,0.19,2.0,25260.0,14584.0,137.0,82.5,10.4
94,Bergisch Gladbach,7.128724,50.987091,7.0,791.0,1809484.5,61138.0,0.0,18.0,3.0,172826.0,1274.0,12.0,2.0,105723.0,50880.0,107.8,54843.0,12.6,13325.0,6234.0,7091.0,13.4,14155.0,6609.0,7546.0,4.3,4561.0,2337.0,2224.0,5.3,5637.0,2853.0,2784.0,5.1,5386.0,2727.0,2659.0,10.9,11475.0,4657.0,146.4,6818.0,78.6,9368.0,35.3,4794.0,43.3,4574.0,0.0,14279.0,6857.0,7422.0,15.9,16840.0,8194.0,8646.0,8.9,46.1,5155.0,2682.0,13.5,2473.0,5542.0,2936.0,2606.0,4.9,5.2,93.0,98788.0,3.0,2700.0,4.0,4200.0,7.0,82.0,87100.0,17.0,18300.0,8000.0,10300.0,6935.0,130387.09677419355,46.0,19000.0,2.0,4.290322580645161,2400.0,14.021505376344086,7600.0,17.892473118279568,11600.0,21.0,104300.0,56.0,51000.0,62.0,26800.0,51.0,24200.0,3200.0,7.0,1900.0,5.0,1300.0,6.0,8400.0,4400.0,3900.0,49500.0,26000.0,23500.0,46400.0,24200.0,22200.0,7800.0,4100.0,3700.0,100.0,6300.0,45500.0,14231.81111111111,2600.0,10600.0,800.0,1000.0,600.0,5700.0,15100.0,2800.0,26200.0,31800.0,61.0,14.0,5.1,18.8,3.7,749.9,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,17571832.222222224,1.98,100.0,100.0,99.14888888888889,129.90352272727273,1.11,24.25,5.88,4.36,0.39,4.11,19.03,40.87,54153.0,24505.0,29648.0,26.365591397849464,28468.817204301075,73.12903225806451,101426.8817204301,1974.0,1179.0,66.0,290000.0,87500.0,1.0,1.0,8.0,797.0,37.0,177.0,111.0,66.0,1241.0,588.0,653.0,12.0,0.0,504.0,2300.0,7.0,720.0,511.0,209.0,9.0,9.75,7.0,7500.0,56.0,30200.0,28.0,15000.0,513.61,54300.0,0.09,1.0,19758.0,21995.0,94.0,57.4,11.8
95,Hildesheim,9.94949,52.152573,14.0,1490.0,1809484.5,124235.0,1.0,3.0,5.0,268327.0,2210.0,21.0,3.0,102794.0,48559.0,111.7,54235.0,11.9,12269.0,5871.0,6398.0,11.8,12092.0,5559.0,6533.0,3.9,4019.0,2072.0,1947.0,5.3,5438.0,2702.0,2736.0,7.9,8102.0,3380.0,4722.0,10.1,10379.0,3690.0,181.3,6689.0,65.6,12496.0,29.4,6224.0,36.2,6272.0,-0.1,13517.0,6701.0,6816.0,15.3,15684.0,7844.0,7840.0,12.2,44.0,4115.0,2098.0,13.1,2017.0,4683.0,2418.0,2265.0,4.0,4.6,91.0,93613.0,2.0,1800.0,7.0,7300.0,9.0,80.0,82300.0,20.0,20200.0,4800.0,15400.0,9181.0,58800.0,51.0,29800.0,2.0,5.0,2700.0,18.0,10500.0,18.0,10300.0,26.0,100900.0,53.0,47900.0,60.0,25200.0,47.0,22700.0,4700.0,11.0,2700.0,9.0,2000.0,10.0,7300.0,3900.0,3400.0,46400.0,24400.0,22000.0,42100.0,21800.0,20200.0,6700.0,3500.0,3200.0,100.0,9300.0,57700.0,14231.81111111111,2500.0,13500.0,800.0,1600.0,600.0,4900.0,20500.0,3900.0,19400.0,24400.0,60.0,22.0,4.6,17.9,1.9,565.0,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,17571832.222222224,1.79,100.0,100.0,99.14888888888889,129.90352272727273,2.35,13.19,9.1,5.03,0.76,6.31,41.71,21.55,53822.0,15056.0,38766.0,26.0,15100.0,68.0,40200.0,11062.385714285714,7492.692307692308,334.8,190000.0,70000.0,4.0,3.0,8.0,772.0,40.0,190.0,120.0,70.0,1250.0,580.0,680.0,12.0,12.0,448.0,1800.0,84.0,8652.0,2532.0,6120.0,9.0,9.75,7.0,9800.0,53.0,28500.0,29.0,15800.0,392.05,40300.0,0.19,2.0,23755.0,11376.0,221.12345679012347,53.5,10.8
96,Witten,7.344895,51.44147,7.0,644.0,1809484.5,5720.0,0.0,6.0,3.0,55965.0,493.0,5.0,1.0,98233.0,47298.0,107.7,50935.0,12.7,12516.0,6051.0,6465.0,12.1,11861.0,5472.0,6389.0,3.9,3796.0,1962.0,1834.0,5.1,4991.0,2581.0,2410.0,5.8,5726.0,2918.0,2808.0,10.1,9967.0,3578.0,178.6,6389.0,66.3,11046.0,29.4,5543.0,37.0,5503.0,-0.4,13645.0,6815.0,6830.0,16.4,16119.0,8004.0,8115.0,11.2,45.2,3899.0,1916.0,13.9,1983.0,4667.0,2458.0,2209.0,4.0,4.8,91.0,89814.0,3.0,2800.0,6.0,5600.0,9.0,79.0,77500.0,21.0,20500.0,7900.0,12600.0,8419.0,57200.0,47.0,26800.0,2.0,5.0,2600.0,16.0,9400.0,15.0,8700.0,30.0,97600.0,55.0,47300.0,63.0,25900.0,48.0,21500.0,3500.0,8.0,2100.0,7.0,1400.0,7.0,7800.0,4500.0,3300.0,46200.0,25200.0,20900.0,42800.0,23200.0,19600.0,7200.0,4200.0,3100.0,100.0,10900.0,40900.0,14231.81111111111,2200.0,9000.0,700.0,800.0,400.0,4200.0,8900.0,3700.0,19800.0,25800.0,59.0,20.0,4.9,17.7,3.0,774.0,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,17571832.222222224,1.82,100.0,100.0,99.14888888888889,129.90352272727273,2.37,23.45,9.77,6.77,0.4,3.88,28.6,24.76,51442.0,14128.0,37314.0,11.0,6400.0,77.0,44000.0,11062.385714285714,7492.692307692308,334.8,250000.0,87500.0,11.0,8.0,7.0,718.0,41.0,176.0,115.0,61.0,1231.0,573.0,658.0,13.0,1.0,421.0,1600.0,14.0,1330.0,720.0,610.0,9.0,9.75,7.0,8100.0,51.0,27400.0,32.0,17100.0,472.35,46400.0,0.0,0.0,16430.0,18027.0,90.0,61.1,9.8
97,Zwickau,12.487302,50.716316,16.0,1480.0,1809484.5,110378.0,1.0,5.0,3.0,156530.0,1126.0,12.0,2.0,93750.0,45200.0,107.4,48550.0,14.2,13337.0,6366.0,6971.0,15.0,14108.0,6323.0,7785.0,3.8,3518.0,1786.0,1732.0,3.0,2828.0,1398.0,1430.0,6.6,6178.0,3161.0,3017.0,11.6,10853.0,3746.0,189.7,7107.0,66.3,11371.0,22.0,6233.0,44.3,5138.0,-0.6,10792.0,5639.0,5153.0,15.7,14688.0,7456.0,7232.0,12.1,43.36734693877551,3197.0,1651.0,11.5,1546.0,2880.0,1441.0,1439.0,3.4,3.1,98.0,91725.0,1.0,700.0,1.0,1300.0,2.0,95.0,89300.0,5.0,4400.0,2600.0,3600.0,2025.0,53800.0,49.0,26500.0,2.0,4.0,2000.0,18.0,9800.0,14.0,7600.0,26.0,92700.0,57.0,48200.0,65.0,26100.0,50.0,22100.0,4200.0,8.0,2200.0,9.0,2000.0,9.0,9000.0,4700.0,4400.0,47200.0,25500.0,21700.0,43000.0,23300.0,19700.0,8100.0,4200.0,3900.0,100.0,14400.0,60900.0,14231.81111111111,2200.0,11600.0,700.0,1200.0,700.0,13300.0,14000.0,2800.0,17800.0,21700.0,58.0,22.0,5.89,18.4,-0.6,549.3,14.902833333333335,0.016666666666666666,19.58360655737705,3395.7833333333333,24.192333333333337,22.13606557377049,17571832.222222224,1.87,100.0,100.0,99.14888888888889,129.90352272727273,1.92,18.05,9.5,4.9,5.87,7.99,40.26,11.51,57250.0,9860.0,47390.0,15.0,8100.0,82.0,44100.0,332.0,7492.692307692308,29.0,220000.0,32200.0,3.96,9.65,8.0,719.0,40.0,180.0,130.0,50.0,1204.0,559.0,645.0,13.0,2.0,481.59183673469386,5804.081632653061,50.0,4728.0,3090.0,1638.0,9.0,9.75,7.0,1700.0,62.0,31100.0,34.0,17300.0,446.93,41900.0,0.43,4.0,28457.0,12672.0,40.0,38.8,10.4
98,Erlangen,10.991866,49.582771,24.0,2489.0,1809484.5,53751.0,1.0,7.0,4.0,500615.0,3278.0,31.0,5.0,105629.0,51762.0,104.1,53867.0,10.7,11285.0,5409.0,5876.0,9.8,10365.0,4782.0,5583.0,4.5,4751.0,2442.0,2309.0,4.6,4907.0,2439.0,2468.0,7.4,7816.0,3837.0,3979.0,9.1,9650.0,3679.0,162.3,5971.0,58.1,17314.0,28.2,9050.0,30.0,8264.0,0.1,14294.0,7271.0,7023.0,15.2,16090.0,8184.0,7906.0,16.4,41.3,4466.0,2333.0,13.5,2133.0,4691.0,2336.0,2355.0,4.2,4.4,85.0,90088.0,6.0,6100.0,9.0,9400.0,15.0,78.0,81900.0,22.0,23700.0,9900.0,13700.0,15541.0,52700.0,45.0,23700.0,2.0,4.0,2000.0,8.0,4100.0,21.0,11300.0,18.0,104200.0,62.0,57200.0,71.0,31800.0,54.0,25500.0,1900.0,3.0,1100.0,4.0,900.0,3.0,7800.0,4500.0,3400.0,55700.0,31000.0,24800.0,53900.0,30000.0,24000.0,7500.0,4200.0,3200.0,300.0,30100.0,106700.0,5149.0,2200.0,11900.0,4000.0,1700.0,700.0,23300.0,30000.0,2400.0,26300.0,33200.0,51.0,12.0,5.2,18.9,1.0,616.2,13.0,0.0,12.0,3662.0,20.4,19.9,6725300.0,1.83,100.0,100.0,100.0,54.47,1.9,17.56,10.53,6.67,1.12,4.17,34.95,23.09,60485.0,15618.0,44867.0,27.0,14400.0,71.0,37300.0,3905.0,7492.692307692308,308.0,455000.0,136500.0,1.0,1.0,9.0,921.0,31.0,151.0,88.0,63.0,973.0,434.0,539.0,9.0,1.0,526.0,2500.0,306.0,32354.0,16217.0,16137.0,9.0,9.75,7.0,7700.0,42.0,24700.0,47.0,27800.0,418.4,44195.0,0.19,2.0,58364.0,14403.0,200.0,35.2,11.3
99,Wuppertal,7.143049,51.265292,9.0,3134.0,1809484.5,194460.0,2.0,28.0,6.835164835164835,492790.0,3251.0,9.0,1.0,349721.0,168865.0,107.1,180856.0,12.1,42351.0,20378.0,21973.0,11.6,40658.0,18911.0,21747.0,4.2,14614.0,7437.0,7177.0,5.3,18528.0,9492.0,9036.0,6.3,22184.0,10993.0,11191.0,9.8,34264.0,12356.0,177.3,21908.0,66.6,41281.0,30.9,20802.0,35.7,20479.0,-0.4,48321.0,24222.0,24099.0,16.0,55782.0,28082.0,27700.0,11.8,44.2,15187.0,7763.0,13.8,7424.0,16551.0,8429.0,8122.0,4.3,4.7,85.0,296065.0,6.0,21100.0,9.0,32600.0,16.0,78.0,272600.0,22.0,77100.0,29500.0,47600.0,54540.0,178200.0,44.0,77900.0,2.0,6.0,10000.0,15.0,27400.0,20.0,35900.0,28.0,349100.0,55.0,166200.0,63.0,91100.0,47.0,75100.0,14600.0,10.0,8900.0,8.0,5700.0,9.0,25700.0,14100.0,11600.0,161800.0,88600.0,73200.0,148000.0,80100.0,67900.0,23800.0,12900.0,10900.0,200.0,34200.0,153600.0,14867.0,5800.0,34900.0,3100.0,5800.0,1900.0,18100.0,41100.0,8400.0,21800.0,26700.0,59.0,20.0,4.9,17.3,2.6,1084.7,13.0,0.016666666666666666,16.0,2454.0,24.192333333333337,22.6,21299000.0,1.82,100.0,100.0,97.2,154.78,3.59,22.35,10.35,7.32,1.92,5.66,19.82,28.99,190405.0,38098.0,152307.0,21.0,37100.0,79.0,141200.0,11062.385714285714,7492.692307692308,334.8,315000.0,87500.0,4.0,11.0,8.0,2886.0,153.0,663.0,411.0,252.0,3969.0,1848.0,2121.0,11.0,17.0,383.0,5600.0,48.0,16816.0,8112.0,8704.0,11.0,9.75,7.0,47500.0,53.0,99600.0,23.0,43000.0,396.23,138571.0,0.11,4.0,43449.0,39934.0,221.12345679012347,61.1,12.7
100,Jena,11.580264,50.920271,15.0,1544.0,1809484.5,93907.0,1.0,2.0,3.0,305122.0,1974.0,19.0,3.0,105129.0,51964.0,102.3,53165.0,11.4,11987.0,5609.0,6378.0,12.3,12972.0,5981.0,6991.0,4.7,4993.0,2540.0,2453.0,3.0,3117.0,1536.0,1581.0,10.4,10936.0,5110.0,5826.0,8.2,8652.0,3202.0,170.2,5450.0,54.0,18338.0,22.3,9990.0,31.7,8348.0,0.7,13268.0,7298.0,5970.0,13.1,13756.0,7074.0,6682.0,17.4,40.8,3953.0,1977.0,12.6,1976.0,3157.0,1647.0,1510.0,3.8,3.0,94.0,98424.0,2.0,1800.0,5.0,4900.0,6.0,89.0,93800.0,11.0,11400.0,2500.0,5300.0,6705.0,54900.0,48.0,26600.0,2.0,3.0,1800.0,8.0,4600.0,14.0,7800.0,23.0,97000.0,59.0,54600.0,62.0,28600.0,55.0,26100.0,3400.0,7.0,2000.0,5.0,1400.0,6.0,9000.0,4500.0,4500.0,53800.0,28100.0,25700.0,50500.0,26100.0,24400.0,8300.0,4100.0,4200.0,100.0,10100.0,65100.0,4256.0,2900.0,10900.0,1600.0,1200.0,600.0,11200.0,23000.0,3400.0,18300.0,22900.0,54.0,26.0,5.5,18.9,1.3,527.2,10.0,0.0,24.0,3355.0,16.8,24.2,4769000.0,1.85,100.0,100.0,98.9,47.7,0.72,9.18,8.45,3.37,0.79,6.69,33.96,36.84,58976.0,10661.0,48315.0,18.0,10000.0,84.0,46100.0,2592.0,7492.692307692308,5.0,293000.0,119000.0,0.0,0.0,11.0,1111.0,33.0,139.0,93.0,46.0,951.0,448.0,503.0,9.0,3.0,641.0,3200.0,240.0,25201.0,12086.0,13115.0,9.0,9.75,7.0,2600.0,47.0,27100.0,44.0,25500.0,357.27,37559.0,0.0,0.0,23454.0,10050.0,27.0,50.4,11.0
